    id    |                                                     units                                                      
 5100     | ["", "boxes", "ounces", "packages", "servings"]
 5109     | ["", "ounces"]
 5112     | ["", "cans", "ounces", "packages", "servings"]
 5115     | ["servings"]
 5139     | ["", "links", "ounces", "servings"]
 5151     | [""]
 5153     | ["ounces"]
 5157     | [""]
 5165     | ["", "ball", "ounces", "servings", "slices"]
 5166     | ["cans", "ounces"]
 5179     | ["ounces", "servings"]
 5191     | ["ounces"]
 5193     | ["", "ounces"]
 5307     | ["", "ounces"]
 5311     | ["cans", "ounces"]
 5317     | [""]
 5332     | ["", "ounces"]
 5348     | ["", "ounces", "servings"]
 5662     | ["", "ounces"]
 5665     | ["ounces"]
 5696     | ["", "ounces", "servings", "slices"]
 6008     | ["cans", "cubes", "ounces", "servings"]
 6010     | ["cans", "ounces"]
 6016     | ["", "cans", "ounces"]
 6038     | ["cans", "ounces", "packets", "servings"]
 6053     | ["cans", "ounces"]
 6076     | [""]
 6080     | ["", "ounces"]
 6094     | ["", "envelopes", "ounces", "packages", "packets", "servings"]
 6112     | ["ounces", "servings"]
 6147     | ["", "cans", "ounces"]
 6150     | ["", "bottle", "cans", "envelopes", "jars", "ounces", "packets", "servings"]
 6151     | ["ounces"]
 6159     | ["", "cans", "ounces"]
 6164     | ["", "jars", "links", "ounces", "servings", "slices"]
 6168     | ["", "drops", "ounces", "servings"]
 6170     | ["", "ounces"]
 6172     | ["", "ounces", "servings"]
 6175     | ["jars", "ounces", "servings"]
 6176     | ["", "ounces"]
 6179     | ["bottle", "containers", "ounces", "servings"]
 6182     | ["ounces"]
 6194     | ["", "cans", "ounces", "servings"]
 6219     | ["ounces"]
 6233     | ["ounces"]
 6326     | ["ounces"]
 6354     | ["ounces"]
 6480     | ["", "cubes", "ounces"]
 6583     | ["ounces", "packages", "packets"]
 6599     | ["cans", "ounces", "servings"]
 6615     | ["", "boxes", "cans", "cubes", "ounces", "servings"]
 6963     | ["ounces"]
 6970     | ["boxes", "ounces", "servings"]
 6971     | ["", "ounces", "servings"]
 6972     | ["ounces", "servings"]
 6973     | ["ounces", "servings"]
 6979     | ["", "ounces"]
 6984     | ["", "ounces"]
 6987     | ["ounces"]
 6996     | ["envelopes", "servings"]
 6997     | ["ounces", "servings"]
 6998     | ["envelopes", "ounces", "packages", "packets"]
 6999     | ["ounces", "packets"]
 7008     | ["ounces", "slices"]
 7013     | ["", "ounces", "servings"]
 7019     | ["", "ounces", "servings"]
 7036     | ["", "links", "ounces", "packages"]
 7050     | ["ounces", "slices"]
 7052     | ["ounces"]
 7057     | ["", "inches", "ounces", "packages", "servings", "slices", "sticks"]
 7059     | ["ounces"]
 7063     | ["ounces"]
 7064     | ["", "links", "ounces"]
 7071     | ["", "cubes", "ounces", "slices"]
 7083     | ["cans"]
 7214     | ["ounces", "slices"]
 7216     | ["ounces"]
 7235     | ["", "ounces"]
 7241     | ["", "ounces"]
 7259     | ["ounces", "servings", "slices"]
 7278     | ["ounces", "slices"]
 7908     | ["ounces"]
 7916     | ["ounces"]
 7919     | ["", "ounces", "servings", "strips"]
 7925     | ["ounces"]
 7927     | ["links", "ounces"]
 7955     | ["", "links", "ounces", "packages"]
 8001     | ["", "ounces"]
 8013     | ["ounces"]
 8019     | ["ounces"]
 8020     | ["ounces"]
 8029     | ["", "ounces"]
 8030     | ["ounces"]
 8034     | ["ounces"]
 8038     | ["ounces"]
 8050     | ["ounces"]
 8061     | ["ounces"]
 8064     | ["ounces"]
 8065     | ["ounces"]
 8066     | ["ounces"]
 8082     | ["ounces"]
 8092     | ["", "ounces"]
 8120     | ["", "ounces", "servings"]
 8121     | ["", "ounces"]
 8147     | ["ounces"]
 8160     | ["ounces"]
 8164     | ["ounces"]
 8212     | ["", "boxes", "ounces", "servings"]
 8271     | ["boxes", "ounces"]
 8402     | ["ounces"]
 8640     | ["ounces", "packets"]
 9003     | ["", "ounces", "packages", "servings", "slices"]
 9011     | ["ounces"]
 9016     | ["ounces"]
 9019     | ["", "ounces", "servings"]
 9021     | ["", "ounces"]
 9032     | ["", "ounces"]
 9036     | ["ounces"]
 9037     | ["", "ounces", "servings", "slices"]
 9040     | ["", "ounces", "servings", "slices"]
 9042     | ["", "boxes", "cans", "ounces", "servings"]
 90480    | ["", "ounces", "servings"]
 9050     | ["", "ounces", "packages", "servings"]
 9054     | ["ounces"]
 9070     | ["", "cans", "jars", "ounces", "servings", "slices"]
 9078     | ["", "bags", "ounces", "packages", "servings"]
 9079     | ["", "ounces", "packages", "servings"]
 9081     | ["cans", "jars", "leaves", "ounces", "servings"]
 9083     | ["", "ounces"]
 9084     | ["ounces", "servings"]
 9085     | ["ounces"]
 9087     | ["", "ounces", "servings"]
 9089     | ["", "ounces", "servings"]
 9094     | ["", "ounces"]
 9099     | ["glasses", "ounces", "servings"]
 9107     | ["ounces"]
 9112     | ["", "ounces", "servings", "slices"]
 9129     | [""]
 9132     | ["", "boxes", "ounces", "servings"]
 9135     | ["ounces"]
 9138     | ["servings"]
 9139     | ["ounces"]
 9144     | ["cans", "ounces"]
 9147     | [""]
 9148     | ["", "ounces", "servings"]
 9149     | ["", "ounces", "servings"]
 9150     | ["", "ball", "drops", "halves", "inches", "leaves", "ounces", "servings", "slices", "sprigs"]
 9152     | ["", "drops", "ounces", "servings"]
 9156     | ["", "inches", "of", "ounces", "servings", "slices", "strips"]
 9159     | ["", "halves", "leaves", "ounces", "packages", "packets", "scoops", "servings", "slices", "sprigs", "sticks"]
 9160     | ["", "drops", "ounces", "servings"]
 9164     | ["ounces", "servings"]
 9176     | ["", "ounces", "servings", "slices"]
 9181     | ["", "ounces"]
 9184     | ["", "ounces"]
 9190     | ["ounces"]
 9191     | ["", "ounces"]
 9195     | ["", "cans", "ounces", "servings", "sticks"]
 9200     | ["", "bottle", "ounces", "servings", "slices", "strips"]
 9202     | ["", "ounces"]
 9206     | ["", "ounces", "servings"]
 9214     | ["ounces"]
 9216     | ["", "inches", "of", "ounces", "servings", "strips"]
 9218     | ["", "cans", "ounces", "slices"]
 9221     | ["", "ounces"]
 9226     | ["", "ounces"]
 9231     | ["", "ounces", "servings"]
 9232     | ["ounces"]
 9236     | ["", "cans", "halves", "ounces", "servings"]
 9246     | ["", "ounces"]
 9251     | ["ounces"]
 9252     | ["", "ounces", "servings", "slices"]
 9262     | ["ounces"]
 9265     | ["", "ounces", "servings"]
 9266     | ["", "cans", "cubes", "inches", "ounces", "servings", "slices"]
 9273     | ["", "cans", "ounces", "servings"]
 9277     | ["", "ounces", "servings"]
 9279     | ["", "ounces", "servings"]
 9286     | ["", "ounces", "servings"]
 9291     | ["", "ounces", "servings"]
 9296     | ["", "ounces"]
 9297     | ["", "ounces", "servings"]
 9299     | ["", "ounces", "servings"]
 9302     | ["", "bags", "boxes", "ounces", "packages", "servings"]
 9307     | ["", "ounces", "servings", "stalks"]
 9316     | ["", "halves", "ounces", "servings"]
 9321     | ["ounces"]
 9322     | ["ounces"]
 9326     | ["", "cubes", "inches", "ounces", "servings"]
 9328     | ["", "ounces", "servings"]
 9354     | ["cans", "ounces", "servings", "slices"]
 93601    | ["ounces"]
 93602    | ["ounces", "servings"]
 93604    | ["", "leaves", "ounces", "sprigs"]
 93605    | ["", "ounces", "servings"]
 93606    | ["", "jars", "ounces"]
 93607    | ["", "ounces", "servings"]
 93608    | ["ounces", "servings"]
 93610    | ["", "ball", "cans", "containers", "ounces", "packages", "servings", "tube"]
 93611    | ["ounces"]
 93612    | ["ounces"]
 93613    | ["", "ounces"]
 93614    | ["ounces"]
 93617    | ["ball", "ounces"]
 93618    | ["cans", "containers", "ounces", "packages", "servings", "tub", "tube"]
 93619    | ["bottle", "ounces", "servings"]
 93620    | ["ounces", "servings"]
 93621    | ["bunches", "ounces"]
 93622    | ["", "inches", "ounces", "servings"]
 93623    | ["", "bunches", "head", "leaf", "leaves", "ounces", "servings"]
 93624    | ["ounces", "slices"]
 93625    | ["ounces"]
 93626    | ["ounces"]
 93627    | ["drops", "ounces"]
 93628    | ["", "drops", "leaf", "ounces", "packets", "servings"]
 93629    | ["scoops"]
 93630    | ["ounces"]
 93631    | ["", "ounces"]
 93632    | ["ounces", "servings"]
 93633    | ["", "ounces"]
 93634    | ["", "containers", "ounces"]
 93635    | ["ounces"]
 93636    | ["", "bunches", "head", "ounces", "servings"]
 93637    | ["", "ounces", "servings"]
 93638    | ["ounces", "servings"]
 93639    | ["ounces"]
 93640    | ["", "jars", "ounces"]
 93642    | ["ounces", "servings"]
 93644    | ["jars", "ounces", "servings"]
 93645    | ["", "containers", "ounces", "servings"]
 93646    | ["", "servings"]
 93647    | ["ounces"]
 93648    | ["ounces"]
 93649    | ["", "ounces", "servings"]
 93650    | ["ounces"]
 93651    | ["ounces", "packages", "servings"]
 93652    | ["ounces"]
 93653    | ["ounces", "servings"]
 93654    | ["ounces"]
 93655    | ["", "loaf", "ounces", "servings", "slices"]
 93656    | ["", "inches", "ounces"]
 93657    | ["ounces"]
 93658    | ["", "ounces", "servings"]
 93660    | ["ounces"]
 93662    | ["ounces"]
 93663    | ["", "ounces", "servings"]
 93665    | ["ounces"]
 93667    | ["ounces"]
 93668    | ["", "links", "ounces", "packages"]
 93669    | ["", "ounces", "servings"]
 93670    | ["envelopes"]
 93671    | ["ounces"]
 93674    | ["ounces", "servings"]
 93675    | ["", "6-inch", "8-inch", "packages", "servings"]
 93676    | ["ounces"]
 93677    | ["ounces"]
 93678    | ["ounces"]
 93679    | ["ounces"]
 93680    | ["", "ounces", "slices"]
 93682    | ["ounces"]
 93683    | ["servings"]
 93684    | ["ounces"]
 93685    | ["ounces", "servings"]
 93686    | ["ounces"]
 93688    | ["cans", "ounces"]
 93690    | ["ounces", "servings"]
 93691    | ["ounces", "scoops", "servings"]
 93694    | ["ounces"]
 93695    | ["", "boxes", "ounces", "ribs", "servings"]
 93696    | ["", "ounces"]
 93697    | ["", "ounces", "servings"]
 93698    | ["", "envelopes", "ounces", "servings"]
 93699    | ["", "servings"]
 93700    | ["", "boxes", "ounces"]
 93701    | ["", "ounces", "servings"]
 93702    | ["ounces"]
 93704    | ["ounces"]
 93706    | ["", "ounces"]
 93707    | ["scoops"]
 93709    | ["ounces", "servings"]
 93710    | ["", "ounces"]
 93711    | ["ounces", "servings"]
 93712    | ["", "ounces"]
 93713    | ["ounces", "slices"]
 93715    | ["", "ounces"]
 93716    | ["ounces", "servings"]
 93718    | ["ounces"]
 93719    | ["ounces"]
 93721    | ["ounces", "servings"]
 93723    | ["", "servings"]
 93725    | ["ounces"]
 93727    | ["containers", "ounces"]
 93728    | [""]
 93729    | ["jars", "ounces"]
 93730    | ["", "inches"]
 93731    | ["ounces"]
 93732    | ["", "servings"]
 93733    | ["", "envelopes", "ounces", "packages", "packets"]
 93735    | ["ounces"]
 93736    | ["ounces"]
 93737    | [""]
 93739    | ["ounces", "servings"]
 93740    | ["ounces"]
 93741    | ["ounces"]
 93742    | ["", "ounces", "servings"]
 93743    | ["", "bags", "containers", "ounces"]
 93744    | ["ounces"]
 93745    | ["ounces"]
 93746    | ["ounces", "servings"]
 93747    | ["", "ounces"]
 93748    | ["", "ounces", "servings"]
 93749    | ["bags", "ounces", "servings"]
 93750    | ["ounces", "servings"]
 93751    | ["", "ounces", "servings"]
 93752    | ["ounces"]
 93753    | ["cans", "ounces"]
 93754    | ["ounces"]
 93755    | ["ounces"]
 93756    | ["ounces", "slices"]
 93757    | ["ounces"]
 93758    | ["ounces"]
 93759    | ["", "ounces", "servings"]
 93760    | ["ounces"]
 93761    | ["ounces"]
 93762    | ["bags", "ounces", "servings"]
 93763    | ["ounces"]
 93764    | ["", "ounces"]
 93765    | ["ounces"]
 93766    | ["", "ounces"]
 93767    | ["ounces"]
 93768    | ["ounces"]
 93770    | ["", "containers", "envelopes", "inches", "ounces", "servings"]
 93771    | ["", "ounces", "servings"]
 93772    | ["", "ounces", "servings"]
 93773    | ["ounces"]
 93774    | ["ounces"]
 93775    | ["ounces", "servings"]
 93776    | ["ounces"]
 93777    | ["", "ounces", "servings"]
 93778    | ["ounces"]
 93779    | ["ounces"]
 93781    | ["ounces"]
 93782    | [""]
 93783    | ["", "ounces"]
 93784    | ["ounces"]
 93785    | ["ounces"]
 93786    | ["ounces"]
 93787    | ["ounces"]
 93788    | ["", "ounces"]
 93789    | ["drops", "ounces"]
 93790    | ["", "ball", "ounces"]
 93791    | ["ounces"]
 93792    | ["ounces"]
 93793    | ["", "ounces"]
 93797    | ["ounces"]
 93798    | ["ounces", "servings"]
 93799    | ["ounces"]
 93800    | ["ounces"]
 93801    | ["ounces", "packages"]
 93802    | ["envelopes"]
 93803    | ["ounces", "servings"]
 93806    | ["ounces"]
 93807    | ["ounces"]
 93808    | ["ounces"]
 93809    | ["ounces"]
 93810    | ["ounces"]
 93811    | ["leaves", "ounces", "sprigs"]
 93812    | ["ounces"]
 93813    | ["", "ounces"]
 93814    | ["ounces", "servings"]
 93815    | ["ounces"]
 93816    | ["ounces", "servings"]
 93817    | ["", "boxes", "ounces", "packages", "servings", "sheets"]
 93818    | ["", "ounces", "servings"]
 93819    | ["ounces", "servings"]
 93820    | ["ounces", "servings"]
 93821    | ["ounces", "slices"]
 93822    | ["ounces"]
 93823    | ["ounces"]
 93824    | ["ounces"]
 93827    | [""]
 93828    | ["", "cans", "ounces", "packages"]
 93829    | ["ounces", "servings"]
 93830    | ["ounces"]
 93831    | ["ounces", "servings"]
 93832    | ["", "bags", "ounces", "packages"]
 93833    | ["ounces"]
 93834    | ["", "jars", "links", "ounces"]
 93836    | ["ounces"]
 93837    | ["loaf"]
 93838    | ["ounces", "slices"]
 9412     | ["", "ounces", "slices"]
 9421     | ["", "ounces"]
 9426     | ["ounces", "servings", "slices"]
 9431     | ["", "bags", "ounces", "servings"]
 9433     | [""]
 9435     | ["ounces"]
 9436     | ["ounces"]
 9437     | ["ounces"]
 9442     | ["", "drops", "ounces"]
 9501     | [""]
 98839    | [""]
 98840    | ["bunches", "ounces"]
 98841    | ["", "ounces"]
 98842    | ["ounces", "servings"]
 98845    | [""]
 98846    | ["ounces", "servings"]
 98847    | ["ounces"]
 98848    | ["ounces", "servings"]
 98849    | ["", "cans", "ounces", "servings"]
 98850    | ["", "boxes", "servings"]
 98851    | ["", "servings"]
 98852    | ["", "ounces"]
 98853    | ["ounces", "packages", "packets", "servings"]
 98854    | ["", "chunks", "ounces"]
 98856    | ["boxes", "ounces", "packages"]
 98857    | ["", "ounces", "packages", "servings", "squares"]
 98858    | ["", "ounces"]
 98859    | ["", "ounces", "servings"]
 98860    | ["ounces", "servings"]
 98861    | ["cans", "ounces", "servings"]
 98862    | ["ounces", "servings"]
 98863    | ["ounces", "servings"]
 98864    | ["ounces"]
 98865    | ["ounces"]
 98866    | ["boxes", "ounces"]
 98869    | ["ounces"]
 98870    | ["", "ounces"]
 98871    | ["", "packages", "servings"]
 98872    | ["ounces"]
 98873    | ["ounces", "packages"]
 98874    | ["ounces"]
 98875    | ["ounces"]
 98878    | ["", "bottle", "ounces", "servings"]
 98879    | ["ounces"]
 98880    | ["ounces"]
 98881    | ["ounces", "servings"]
 98882    | ["", "ounces"]
 98883    | ["", "ounces"]
 98886    | ["ounces"]
 98887    | ["ounces"]
 98889    | ["ounces"]
 98890    | ["ounces", "scoops", "servings"]
 98891    | ["", "ounces"]
 98892    | ["ounces"]
 98893    | ["ounces"]
 98895    | ["slices"]
 98896    | ["", "ounces"]
 98897    | ["", "ounces"]
 98898    | ["ounces"]
 98899    | ["ounces"]
 98901    | ["bottle", "ounces", "servings"]
 98902    | ["", "ounces"]
 98903    | ["", "ounces"]
 98904    | ["ounces"]
 98905    | ["ounces"]
 98907    | [""]
 98908    | ["sprigs"]
 98909    | [""]
 98910    | ["", "inches", "ounces"]
 98912    | ["", "ounces"]
 98913    | ["ounces"]
 98914    | ["ounces", "sticks"]
 98915    | ["packages", "slices"]
 98917    | ["", "ounces", "packages", "servings"]
 98921    | ["containers", "ounces"]
 98922    | ["", "bags", "servings"]
 98923    | ["bags", "ounces", "packages"]
 98924    | ["", "ounces", "packages", "servings"]
 98925    | ["", "links", "ounces"]
 98926    | ["ounces", "servings"]
 98927    | ["ounces"]
 98928    | ["ounces"]
 98929    | ["ounces"]
 98930    | ["ounces"]
 98931    | [""]
 98932    | ["ounces"]
 98933    | ["ounces"]
 98934    | ["ounces"]
 98936    | ["ounces"]
 98937    | [""]
 98938    | ["", "ounces"]
 98940    | ["", "inches", "ounces", "packages", "servings"]
 98942    | [""]
 98945    | ["ounces", "servings"]
 98946    | ["ounces", "servings"]
 98947    | ["loaf"]
 98949    | ["ounces", "servings"]
 98951    | ["inches", "ounces", "slices"]
 98953    | ["ounces"]
 98954    | ["ounces"]
 98955    | ["ounces"]
 98959    | ["", "ounces"]
 98961    | ["envelopes", "ounces", "servings"]
 98962    | ["ounces", "servings"]
 98963    | ["ounces"]
 98964    | ["ounces"]
 98965    | ["ounces"]
 98966    | ["ounces", "packages", "servings"]
 98967    | ["ounces"]
 98968    | [""]
 98969    | ["packages"]
 98970    | ["", "ounces", "sticks"]
 98971    | ["", "ounces"]
 98973    | ["ounces"]
 98974    | ["ounces"]
 98975    | ["ounces"]
 98976    | ["ounces"]
 98977    | ["ounces", "strips"]
 98978    | ["", "ounces", "servings"]
 98979    | ["ounces"]
 98980    | ["ounces", "servings"]
 98983    | [""]
 98984    | ["ounces"]
 98985    | ["", "servings"]
 98986    | ["ounces"]
 98988    | ["", "ounces"]
 98989    | ["ounces"]
 98990    | ["servings"]
 98991    | ["ounces", "servings"]
 98993    | ["ounces"]
 98996    | ["ounces"]
 98998    | ["bottle", "cans", "ounces", "servings"]
 98999    | ["ounces"]
 99000    | ["ounces", "servings"]
 99001    | ["ounces"]
 99002    | ["ounces"]
 99003    | ["ounces", "servings"]
 99005    | ["ounces", "servings"]
 99006    | ["ounces", "slices", "strips"]
 99007    | ["ounces"]
 99008    | ["", "ounces"]
 99009    | ["cans", "ounces"]
 99010    | ["ounces"]
 99011    | ["jars", "ounces"]
 99013    | ["ounces"]
 99014    | ["ounces"]
 99017    | ["", "ounces"]
 99018    | [""]
 99019    | [""]
 99020    | ["", "ounces"]
 99021    | ["", "ounces"]
 99022    | ["ounces", "servings"]
 99024    | ["ounces"]
 99025    | ["ounces"]
 99026    | ["ounces", "packages", "servings"]
 99027    | ["ounces"]
 99028    | ["ounces", "servings"]
 99029    | ["ounces"]
 99030    | ["ounces"]
 99031    | ["ounces"]
 99032    | ["ounces"]
 99033    | ["", "ounces"]
 99034    | ["servings"]
 99036    | ["ounces"]
 99037    | ["", "inches", "ounces", "packages", "servings", "sticks"]
 99038    | ["bags", "ounces"]
 99040    | ["", "boxes", "ounces", "packages"]
 99041    | ["ounces"]
 99043    | [""]
 99044    | ["ounces"]
 99045    | [""]
 99046    | ["ounces", "pouch"]
 99047    | ["", "ounces", "packages", "pouch", "servings"]
 99052    | [""]
 99054    | ["ounces"]
 99055    | ["ounces"]
 99056    | ["ounces"]
 99060    | ["ounces"]
 99062    | ["ounces"]
 99063    | ["", "loaf", "ounces", "servings"]
 99064    | [""]
 99065    | ["ounces"]
 99071    | ["ounces"]
 99072    | ["ounces"]
 99075    | ["ounces", "scoops"]
 99076    | ["ounces", "scoops", "servings"]
 99079    | ["ounces"]
 99082    | ["ounces"]
 99084    | ["drops", "ounces", "servings"]
 99088    | ["ounces"]
 99089    | ["ounces"]
 99091    | ["ounces"]
 99093    | ["", "ounces"]
 99094    | ["packages", "packets", "scoops"]
 99098    | ["ounces", "servings"]
 99100    | ["ounces"]
 99103    | ["ounces"]
 99105    | ["", "bottle"]
 99106    | ["ounces"]
 99107    | ["ounces"]
 99109    | ["ounces"]
 99117    | ["ounces"]
 99120    | ["ounces"]
 99121    | ["ounces"]
 99124    | ["bunches", "ounces"]
 99126    | ["", "ounces"]
 99132    | ["ounces"]
 99134    | ["ounces"]
 99135    | ["ounces"]
 99140    | ["", "chunks", "ounces"]
 99144    | ["servings"]
 99149    | ["ounces"]
 99156    | [""]
 99157    | ["leaves", "ounces"]
 99161    | ["servings"]
 99163    | ["ounces"]
 99164    | ["ounces"]
 99165    | ["", "slices"]
 99166    | ["ounces"]
 99169    | ["", "loaf", "servings", "sheets", "slices"]
 99174    | ["ounces"]
 99179    | ["", "ounces"]
 99180    | ["", "ounces"]
 99182    | ["ounces"]
 99183    | ["cans", "ounces"]
 99184    | ["", "ounces", "servings"]
 99185    | ["ounces"]
 99186    | ["ounces"]
 99187    | ["ounces"]
 99188    | ["", "ounces"]
 99189    | ["inches", "loaf", "ounces"]
 99190    | ["ounces"]
 99192    | ["", "boxes", "ounces"]
(2140 rows)

